"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3497","Login","chromium","2026-02-24","passed","2026-02-24","","LoginTest.spec.ts","",""
